"ID","Handle","Command","Title","Body HTML","Vendor","Type","Tags","Tags Command","Created At","Updated At","Status","Published","Published At","Published Scope","Template Suffix","Gift Card","URL","Total Inventory Qty","Row #","Top Row","Image Type","Image Src","Image Command","Image Position","Image Width","Image Height","Image Alt Text","Variant Inventory Item ID","Variant ID","Variant Command","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Variant Position","Variant SKU","Variant Barcode","Variant Image","Variant Weight","Variant Weight Unit","Variant Price","Variant Compare At Price","Variant Taxable","Variant Tax Code","Variant Inventory Tracker","Variant Inventory Policy","Variant Fulfillment Service","Variant Requires Shipping","Variant Shipping Profile","Variant Inventory Qty","Variant Inventory Adjust"
"1452326780997","anti-strip-back-zip-jumpsuit-adaptive-alzheimers-and-dementia-clothing","MERGE","Anti-Strip Back-zip Jumpsuit - Adaptive Alzheimer’s and Dementia Clothing","","Dementia Aide","Anti-Strip Jumpsuit","Alzheimer's Disease (AD), Bathing, Dressing, Fronto-temporal Dementia (FTD), Fronto-temporal Lobe Dementia (FTD), Hair-Care, Incontinence, Lewy Body Dementia (LBD), Memory Aid, Other Dementia, Shaving, Sleeping, Stage 1, Stage 2, Stage 3, Stage 4, Toileting, Unisex, Vascular Dementia (VD), Wandering","REPLACE","2018-08-22 17:08:15 -0700","2026-01-27 11:00:12 -0800","Active","true","2021-03-28 11:22:58 -0700","global","","false","https://www.dementiaaide.com/products/anti-strip-back-zip-jumpsuit-adaptive-alzheimers-and-dementia-clothing","129","11","","IMAGE","https://cdn.shopify.com/s/files/1/1231/7650/files/Anti-Strip_Jumpsuit_Back.jpg?v=1760934979","MERGE","8","1600","1600","Anti Strip Jumpsuit Back","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1452326780997","anti-strip-back-zip-jumpsuit-adaptive-alzheimers-and-dementia-clothing","MERGE","Anti-Strip Back-zip Jumpsuit - Adaptive Alzheimer’s and Dementia Clothing","","Dementia Aide","Anti-Strip Jumpsuit","Alzheimer's Disease (AD), Bathing, Dressing, Fronto-temporal Dementia (FTD), Fronto-temporal Lobe Dementia (FTD), Hair-Care, Incontinence, Lewy Body Dementia (LBD), Memory Aid, Other Dementia, Shaving, Sleeping, Stage 1, Stage 2, Stage 3, Stage 4, Toileting, Unisex, Vascular Dementia (VD), Wandering","REPLACE","2018-08-22 17:08:15 -0700","2026-01-27 11:00:12 -0800","Active","true","2021-03-28 11:22:58 -0700","global","","false","https://www.dementiaaide.com/products/anti-strip-back-zip-jumpsuit-adaptive-alzheimers-and-dementia-clothing","129","12","","IMAGE","https://cdn.shopify.com/s/files/1/1231/7650/files/High_Quality_Anti-Strip_Jumpsuit.png?v=1760934979","MERGE","9","2000","2000","High Quality Anti-Strip Jumpsuit","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1452326780997","anti-strip-back-zip-jumpsuit-adaptive-alzheimers-and-dementia-clothing","MERGE","Anti-Strip Back-zip Jumpsuit - Adaptive Alzheimer’s and Dementia Clothing","","Dementia Aide","Anti-Strip Jumpsuit","Alzheimer's Disease (AD), Bathing, Dressing, Fronto-temporal Dementia (FTD), Fronto-temporal Lobe Dementia (FTD), Hair-Care, Incontinence, Lewy Body Dementia (LBD), Memory Aid, Other Dementia, Shaving, Sleeping, Stage 1, Stage 2, Stage 3, Stage 4, Toileting, Unisex, Vascular Dementia (VD), Wandering","REPLACE","2018-08-22 17:08:15 -0700","2026-01-27 11:00:12 -0800","Active","true","2021-03-28 11:22:58 -0700","global","","false","https://www.dementiaaide.com/products/anti-strip-back-zip-jumpsuit-adaptive-alzheimers-and-dementia-clothing","129","13","","IMAGE","https://cdn.shopify.com/s/files/1/1231/7650/products/Anti-Strip_Jumpsuits_-_Multiple_Colors.jpg?v=1760934979","MERGE","10","4240","2832","Anti-Strip Jumpsuits - Multiple Colors","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4574619992133","exchange-medium-navy-blue","MERGE","Free Exchange - Anti-Strip Jumpsuit","<p>This antistrip jumpsuit offers a free exchange guarantee for your loved one's comfort and security. Made with high-quality material, it prevents unwanted disrobing while providing ultimate comfort. Give your loved one the peace of mind they deserve with this reliable and durable onesie.</p>","Dementia Aide","","","REPLACE","2020-09-25 11:23:01 -0700","2025-12-12 16:00:05 -0800","Active","false","","web","","false","https://www.dementiaaide.com/products/exchange-medium-navy-blue","1987","14","true","IMAGE","https://cdn.shopify.com/s/files/1/1231/7650/products/IMG_7634.jpg?v=1743351779","MERGE","1","3648","5472","","33415579664453","31868953264197","MERGE","Size","Small","Color","Burgundy Red","","","1","","","","2.0","lb","0.00","","false","","shopify","deny","manual","true","General profile","0","0"
"4574619992133","exchange-medium-navy-blue","MERGE","Free Exchange - Anti-Strip Jumpsuit","","Dementia Aide","","","REPLACE","2020-09-25 11:23:01 -0700","2025-12-12 16:00:05 -0800","Active","false","","web","","false","https://www.dementiaaide.com/products/exchange-medium-navy-blue","1987","15","","IMAGE","https://cdn.shopify.com/s/files/1/1231/7650/files/Dementia_Aide-62.jpg?v=1743351785","MERGE","2","2780","4162","","33415579697221","31868953296965","MERGE","Size","Small","Color","Navy Blue","","","2","","","","2.0","lb","0.00","","false","","shopify","deny","manual","true","General profile","997","0"
"4574619992133","exchange-medium-navy-blue","MERGE","Free Exchange - Anti-Strip Jumpsuit","","Dementia Aide","","","REPLACE","2020-09-25 11:23:01 -0700","2025-12-12 16:00:05 -0800","Active","false","","web","","false","https://www.dementiaaide.com/products/exchange-medium-navy-blue","1987","16","","IMAGE","https://cdn.shopify.com/s/files/1/1231/7650/files/IMG_7739_439d3b99-cace-4e91-92e4-0edc988b424d.jpg?v=1743351794","MERGE","3","5472","3648","Daughter & Mother","33415579729989","31868953329733","MERGE","Size","Medium","Color","Burgundy Red","","","3","","","","2.0","lb","0.00","","false","","shopify","deny","manual","true","General profile","-2","0"
"4574619992133","exchange-medium-navy-blue","MERGE","Free Exchange - Anti-Strip Jumpsuit","","Dementia Aide","","","REPLACE","2020-09-25 11:23:01 -0700","2025-12-12 16:00:05 -0800","Active","false","","web","","false","https://www.dementiaaide.com/products/exchange-medium-navy-blue","1987","17","","IMAGE","https://cdn.shopify.com/s/files/1/1231/7650/files/IMG_7905.jpg?v=1743351809","MERGE","4","5472","3648","Grandchild with Grandmother","33415579762757","31868953362501","MERGE","Size","Medium","Color","Navy Blue","","","4","","","","2.0","lb","0.00","","false","","shopify","deny","manual","true","General profile","994","0"
"4574619992133","exchange-medium-navy-blue","MERGE","Free Exchange - Anti-Strip Jumpsuit","","Dementia Aide","","","REPLACE","2020-09-25 11:23:01 -0700","2025-12-12 16:00:05 -0800","Active","false","","web","","false","https://www.dementiaaide.com/products/exchange-medium-navy-blue","1987","18","","IMAGE","https://cdn.shopify.com/s/files/1/1231/7650/products/IMG_7649.jpg?v=1743351819","MERGE","5","3648","5472","","33415579795525","31868953395269","MERGE","Size","Large","Color","Burgundy Red","","","5","","","","2.0","lb","0.00","","false","","shopify","deny","manual","true","General profile","-1","0"
"4574619992133","exchange-medium-navy-blue","MERGE","Free Exchange - Anti-Strip Jumpsuit","","Dementia Aide","","","REPLACE","2020-09-25 11:23:01 -0700","2025-12-12 16:00:05 -0800","Active","false","","web","","false","https://www.dementiaaide.com/products/exchange-medium-navy-blue","1987","19","","","","","","","","","33415579828293","31868953428037","MERGE","Size","Large","Color","Navy Blue","","","6","","","","2.0","lb","0.00","","false","","shopify","deny","manual","true","General profile","-1","0"
"4597348761669","free-return-bear-hug-onesie","MERGE","Free Return - Anti-Strip Jumpsuit","<p>Safeguard your loved one with our Anti-Strip Jumpsuit, designed to prevent disrobing and offer peace of mind. With the added benefit of free returns, you can trust in the quality and effectiveness of our product. Protect your loved one and experience hassle-free shopping today.</p>","Dementia Aide","","","REPLACE","2020-10-26 08:38:17 -0700","2025-09-24 17:22:17 -0700","Active","false","","web","","false","https://www.dementiaaide.com/products/free-return-bear-hug-onesie","-24","20","true","IMAGE","https://cdn.shopify.com/s/files/1/1231/7650/files/Dementia_Aide-62_f6c2c199-7dea-4512-946a-994b9bd4a1ba.jpg?v=1743351756","MERGE","1","2780","4162","","33468207497285","31921577984069","MERGE","Size","Small","Color","Burgundy Red","","","1","","","","2.0","lb","0.00","","false","","shopify","deny","manual","true","General profile","0","0"
"4597348761669","free-return-bear-hug-onesie","MERGE","Free Return - Anti-Strip Jumpsuit","","Dementia Aide","","","REPLACE","2020-10-26 08:38:17 -0700","2025-09-24 17:22:17 -0700","Active","false","","web","","false","https://www.dementiaaide.com/products/free-return-bear-hug-onesie","-24","21","","IMAGE","https://cdn.shopify.com/s/files/1/1231/7650/files/IMG_7739_439d3b99-cace-4e91-92e4-0edc988b424d.jpg?v=1743351794","MERGE","2","5472","3648","Daughter & Mother","33468207530053","31921578016837","MERGE","Size","Small","Color","Navy Blue","","","2","","","","2.0","lb","0.00","","false","","shopify","deny","manual","true","General profile","-1","0"
"4597348761669","free-return-bear-hug-onesie","MERGE","Free Return - Anti-Strip Jumpsuit","","Dementia Aide","","","REPLACE","2020-10-26 08:38:17 -0700","2025-09-24 17:22:17 -0700","Active","false","","web","","false","https://www.dementiaaide.com/products/free-return-bear-hug-onesie","-24","22","","IMAGE","https://cdn.shopify.com/s/files/1/1231/7650/files/Front_Zipper_of_Anti-Strip_Jumpsuit.jpg?v=1743351770","MERGE","3","2000","2000","Front Zipper of Anti-Strip Jumpsuit","33468207562821","31921578049605","MERGE","Size","Medium","Color","Burgundy Red","","","3","","","","2.0","lb","0.00","","false","","shopify","deny","manual","true","General profile","-1","0"
"4597348761669","free-return-bear-hug-onesie","MERGE","Free Return - Anti-Strip Jumpsuit","","Dementia Aide","","","REPLACE","2020-10-26 08:38:17 -0700","2025-09-24 17:22:17 -0700","Active","false","","web","","false","https://www.dementiaaide.com/products/free-return-bear-hug-onesie","-24","23","","IMAGE","https://cdn.shopify.com/s/files/1/1231/7650/products/IMG_7634.jpg?v=1743351779","MERGE","4","3648","5472","","33468207595589","31921578082373","MERGE","Size","Medium","Color","Navy Blue","","","4","","","","2.0","lb","0.00","","false","","shopify","deny","manual","true","General profile","-1","0"
"4597348761669","free-return-bear-hug-onesie","MERGE","Free Return - Anti-Strip Jumpsuit","","Dementia Aide","","","REPLACE","2020-10-26 08:38:17 -0700","2025-09-24 17:22:17 -0700","Active","false","","web","","false","https://www.dementiaaide.com/products/free-return-bear-hug-onesie","-24","24","","","","","","","","","33468207628357","31921578115141","MERGE","Size","Large","Color","Burgundy Red","","","5","","","","2.0","lb","0.00","","false","","shopify","deny","manual","true","General profile","0","0"
"4597348761669","free-return-bear-hug-onesie","MERGE","Free Return - Anti-Strip Jumpsuit","","Dementia Aide","","","REPLACE","2020-10-26 08:38:17 -0700","2025-09-24 17:22:17 -0700","Active","false","","web","","false","https://www.dementiaaide.com/products/free-return-bear-hug-onesie","-24","25","","","","","","","","","33468207661125","31921578147909","MERGE","Size","Large","Color","Navy Blue","","","6","","","","2.0","lb","0.00","","false","","shopify","deny","manual","true","General profile","-20","0"
"4597348761669","free-return-bear-hug-onesie","MERGE","Free Return - Anti-Strip Jumpsuit","","Dementia Aide","","","REPLACE","2020-10-26 08:38:17 -0700","2025-09-24 17:22:17 -0700","Active","false","","web","","false","https://www.dementiaaide.com/products/free-return-bear-hug-onesie","-24","26","","","","","","","","","33479685374021","31933039509573","MERGE","Size","Other","Color","Other","","","7","","","","2.0","lb","0.00","","false","","shopify","deny","manual","true","General profile","-1","0"
"4618464395333","free-replacement-bear-hug-onesie","MERGE","Free Replacement - Anti-Strip Jumpsuit","<p>Get peace of mind with our Free Replacement - Anti-Strip Jumpsuit. Enjoy a free replacement if any issues arise. Trust in our expertise and commitment to quality.</p>","Dementia Aide","","","REPLACE","2020-11-20 10:14:32 -0800","2025-12-08 15:41:11 -0800","Active","false","","web","","false","https://www.dementiaaide.com/products/free-replacement-bear-hug-onesie","-2","27","true","IMAGE","https://cdn.shopify.com/s/files/1/1231/7650/files/Dementia_Aide-62.jpg?v=1743351785","MERGE","1","2780","4162","","33513456992325","31966826987589","MERGE","Size","Small","Color","Burgundy Red","","","1","","","","2.0","lb","0.00","","false","","shopify","deny","manual","true","General profile","-1","0"
